No voie,B/T/Q,Type de voie,Voie,idVoie
39.0,,RUE,DU MARECHAL JOFFRE,614_V
15.0,,RUE,ASSALIT,615_V
8.0,,RUE,SORGENTINO,616_V
11.0,,PL,PASTEUR,617_V
15.0,,RUE,DE LA PREFECTURE,618_V
3.0,,RUE,DU CONGRES,619_V
41.0,,RUE,CLEMENT ROASSAL,620_V
2.0,,RUE,DE LA POISSONNERIE,621_V
5.0,T,AV,MIRABEAU,622_V
22.0,,BD,DUBOUCHAGE,623_V
2.0,,RUE,EMMA ET PHILIPPE TIRANTY,624_V
50.0,,RUE,ARSON,625_V
13.0,,RUE,MARALDI,626_V
240.0,,CHE,DU FALICONET,627_V
15.0,,RUE,RIBOTTI,628_V
17.0,,RUE,DE RUSSIE,629_V
20.0,,BD,ARMEE DES ALPES,630_V
45.0,,BD,STALINGRAD,631_V
25.0,,RUE,DE ROQUEBILLIERE,632_V
38.0,,RUE,VERDI,633_V
6.0,,AV,RENE BOYLESVE,634_V
9.0,B,RUE,EMMANUEL PHILIBERT,635_V
42.0,,RUE,BONAPARTE,636_V
9.0,,AV,MARECHAL LYAUTEY,637_V
25.0,,RUE,TRACHEL,638_V
3.0,,AV,URBAIN BOSIO,639_V
1.0,,RUE,DE ORESTIS,640_V
54.0,,RUE,AUGUSTE GAL PROLONGEE,641_V
30.0,,BD,GORBELLA,642_V
1.0,,RUE,MACCARANI,643_V
19.0,,BD,FRANCOIS SUAREZ,644_V
49.0,,BD,GENERAL LOUIS DELFINO,645_V
8.0,,RUE,GUIGLIA,646_V
2.0,,RUE,FONTAINE DE LA VILLE,647_V
15.0,,RUE,DE BELGIQUE,648_V
30.0,,BD,GENERAL LOUIS DELFINO,649_V
18.0,,RUE,BERLIOZ,650_V
28.0,,RUE,GEORGES VILLE,651_V
22.0,T,BD,DUBOUCHAGE,652_V
167.0,,AV,MARECHAL LYAUTEY,653_V
1.0,,RUE,VICTOR JUGE,654_V
10.0,,RUE,BERLIOZ,655_V
109.0,,QUAI,DE LA BANQUIERE,656_V
36.0,,RTE,DE TURIN,657_V
18.0,,AV,GRAVIER,658_V
30.0,,RUE,GUIGLIA,659_V
12.0,,PL,GUYNEMER,660_V
6.0,,RUE,LAMARTINE,661_V
13.0,,AV,CARAVADOSSI,662_V
4.0,,RUE,RUSCA,663_V
1.0,,PARC,LISERB,664_V
8.0,,BD,DE RIQUIER,665_V
14.0,,RUE,MARCEAU,666_V
3.0,,RUE,FODERE,667_V
9002.0,,ILOT,GUIGONIS ST FRANCOIS,668_V
11.0,,RUE,TRACHEL,669_V
9.0,,RUE,DIDEROT,670_V
71.0,,BD,CIMIEZ,671_V
7.0,,CHE,DES CRETES,672_V
21.0,,BD,FRANCK PILATTE,673_V
19.0,,BD,RAIMBALDI,674_V
54.0,,BD,GENERAL LOUIS DELFINO,675_V
3.0,,RUE,JULES GILLY,676_V
5221.0,,,IBAC SUPERIEUR,677_V
22.0,,RUE,L HOTEL POSTES,678_V
7.0,,RUE,VILLENEUVE,679_V
2.0,,RUE,BARRALIS,680_V
11.0,,HLM,RUE CH BAUDELAIRE,681_V
10.0,,AV,MARECHAL FOCH,682_V
1.0,,RUE,GASTON ARNULF,683_V
21.0,,RUE,EMMANUEL PHILIBERT,684_V
21.0,,AV,DE LA REPUBLIQUE,685_V
6.0,,RUE,FRANCOIS CARLO,686_V
54.0,,RUE,DE FRANCE,687_V
78.0,,BD,GENERAL LOUIS DELFINO,688_V
10.0,,AV,DURANTE,689_V
1.0,,AV,CHATEAUBRIAND,690_V
6.0,,RUE,ABBE SALVETTI,691_V
15.0,,BD,STALINGRAD,692_V
3.0,,RUE,COLONNA D ISTRIA,693_V
136.0,,BD,GAMBETTA,694_V
7.0,,RUE,BERLIOZ,695_V
7.0,,AV,ANTONIA AUGUSTA,696_V
3.0,,RUE,MARTIN SEYTOUR,697_V
16.0,,AV,NOTRE DAME,698_V
4.0,,QUAI,PAPACINO,699_V
37.0,,RUE,PASTORELLI,700_V
32.0,,BD,DUBOUCHAGE,701_V
93.0,,AV,DE RIMIEZ,702_V
9.0,,VOIE,ROMAINE,703_V
10.0,,AV,CAGNOLI,704_V
4.0,,AV,MARECHAL FOCH,705_V
10.0,,RUE,DU CONGRES,706_V
24.0,,IMP,LAURENTI,707_V
21.0,,AV,RENE BOYLESVE,708_V
1.0,,AV,SAINTE CLAIRE,709_V
74.0,,AV,DE BRANCOLAR,710_V
5.0,,CHE,DE L ARBRE,711_V
39.0,,PROM,DES ANGLAIS,712_V
55.0,,RUE,DE LA BUFFA,713_V
46.0,,RUE,GIOFFREDO,714_V
19.0,,RUE,CHABRIER,715_V
2.0,,RUE,DES BARBETS,716_V
6.0,,IMP,FERNAND LEGER,717_V
3.0,,AV,GALLIN,718_V
65.0,,BD,DE LA MADELEINE,719_V
127.0,,PROM,DES ANGLAIS,720_V
4.0,,AV,CYRNOS,721_V
179.0,,AV,CORNICHE FLEURIE,722_V
27.0,,RUE,CROS DE CAPEU,723_V
8.0,,AV,GLORIA,724_V
116.0,,AV,CYRILLE BESSET,725_V
266.0,B,AV,SAINTE MARGUERITE,726_V
29.0,,AV,DES BAUMETTES,727_V
12.0,,RUE,LOUIS BLERIOT,728_V
30.0,,RUE,CHATEAUNEUF,729_V
5.0,,RUE,CAFFARELLI,730_V
77.0,,AV,SAINT AUGUSTIN,731_V
137.0,,AV,DE LA LANTERNE,732_V
65.0,,BD,GAMBETTA,733_V
222.0,,AV,DE PESSICART,734_V
175.0,,BD,DE LA MADELEINE,735_V
39.0,,AV,DE LA CALIFORNIE,736_V
60.0,,VALL,BARLA,737_V
3.0,,BD,DE LA MADELEINE,738_V
211.0,B,PROM,DES ANGLAIS,739_V
109.0,,BD,DE CESSOLE,740_V
20.0,B,AV,MONT RABEAU,741_V
352.0,,AV,DE FABRON,742_V
31.0,,RUE,BOTTERO,743_V
35.0,,BD,CARLONE,744_V
25.0,,AV,FREMONT,745_V
28.0,,RUE,BOTTERO,746_V
22.0,,BD,MANTEGA RIGHI,747_V
67.0,,AV,SIMONE VEIL,748_V
17.0,,AV,FLEURS,749_V
40.0,,CHE,DES SABLIERES,750_V
85.0,,BD,DE LA MADELEINE,751_V
23.0,,RUE,CAFFARELLI,752_V
13.0,,AV,CORNICHE FLEURIE,753_V
4.0,,RUE,JOSEPH FRICERO,754_V
149.0,,BD,GAMBETTA,755_V
104.0,,BD,EDOUARD HERRIOT,756_V
70.0,,AV,DE LA BORNALA,757_V
230.0,B,AV,DE FABRON,758_V
341.0,,CHE,DE LA GINESTIERE,759_V
3.0,,RUE,LOUIS BLERIOT,760_V
81.0,B,BD,GAMBETTA,761_V
18.0,,AV,GAY,762_V
15.0,B,RUE,CHATEAUNEUF,763_V
24.0,,RUE,DES POTIERS,764_V
79.0,,BD,MANTEGA RIGHI,765_V
5.0,,RUE,CROS DE CAPEU,766_V
54.0,,AV,DE LA BORNALA,767_V
96.0,,AV,CORNICHE FLEURIE,768_V
59.0,,RTE,DE BELLET,769_V
164.0,,BD,DE LA MADELEINE,770_V
107.0,,BD,FRANCOIS GROSSO,771_V
384.0,,AV,DE FABRON,772_V
22.0,T,BD,DU TZAREWITCH,773_V
4.0,,RUE,SAINT PHILIPPE,774_V
128.0,,BD,DE LA MADELEINE,775_V
93.0,,PROM,DES ANGLAIS,776_V
128.0,,AV,DE LA LANTERNE,777_V
48.0,A,RTE,DE GRENOBLE,778_V
12.0,,AV,GAY,779_V
21.0,,RUE,MARIE BASHKIRTSEFF,780_V
245.0,,RTE,DE BELLET,781_V
21.0,,AV,DE FABRON,782_V
61.0,,AV,SAINTE MARGUERITE,783_V
20.0,,AV,CHATEAU DE LA TOUR,784_V
73.0,,CHE,DE TERRON,785_V
259.0,,AV,DE PESSICART,786_V
121.0,B,BD,NAPOLEON III,787_V
13.0,,RUE,DU ROCHER,788_V
22.0,,RUE,BOTTERO,789_V
280.0,B,AV,DE LA CALIFORNIE,790_V
61.0,,AV,CORNICHE FLEURIE,791_V
146.0,,BD,NAPOLEON III,792_V
79.0,,AV,SAINT AUGUSTIN,793_V
210.0,,AV,DE FABRON,794_V
52.0,,AV,DE LA CALIFORNIE,795_V
75.0,,AV,RAOUL DUFY,796_V
12.0,,AV,LOUIS COCHOIS,797_V
380.0,,AV,DE FABRON,798_V
21.0,,RUE,GEORGES DOUBLET,799_V
13.0,,AV,DU PETIT FABRON,800_V
396.0,,AV,DE PESSICART,801_V
51.0,,AV,CORNICHE FLEURIE,802_V
156.0,A,COR,DES OLIVIERS,803_V
186.0,,AV,DE FABRON,804_V
32.0,,CHE,JEAN BAGNIS,805_V
25.0,,AV,JOSEPH GIORDAN,806_V
7.0,,RUE,HENRY DE CESSOLE,807_V
136.0,,AV,CYRILLE BESSET,808_V
230.0,,AV,DE LA CALIFORNIE,809_V
67.0,,AV,ESTIENNE D ORVES,810_V
27.0,,AV,SAINTE MARGUERITE,811_V
173.0,,RTE,ST PIERRE FERIC,812_V
209.0,,RTE,DE BELLET,813_V
66.0,,BD,DE LA MADELEINE,814_V
156.0,,COR,DES OLIVIERS,815_V
300.0,,CHE,DE LA GINESTIERE,816_V
25.0,,AV,ANTOINE MARTIN,817_V
81.0,,AV,CORNICHE FLEURIE,818_V
54.0,,BD,HENRI SAPPIA,819_V
19.0,,RUE,CHATEAUNEUF,820_V
30.0,,AV,DE FABRON,821_V
55.0,,AV,HENRI MATISSE,822_V
54.0,,AV,DU RAY,823_V
104.0,,ACH,ANC CHE DE LA LANTERNE,824_V
35.0,,AV,RAYMOND FERAUD,825_V
83.0,,BD,DE LA MADELEINE,826_V
234.0,,AV,DE LA LANTERNE,827_V
308.0,,BD,DE LA MADELEINE,828_V
26.0,,AV,DE LA BORNALA,829_V
8.0,B,AV,GLORIA,830_V
23.0,,AV,DE GAIRAUT,831_V
103.0,,BD,DE LA MADELEINE,832_V
19.0,,AV,SAINT JOSEPH,833_V
171.0,,RUE,DE FRANCE,834_V
54.0,,RTE,DE CANTA GALET,835_V
13.0,,RUE,ALEXIS MOSSA,836_V
101.0,,AV,DE LA CALIFORNIE,837_V
19.0,,AV,VAL MARIE,838_V
3.0,,AV,GLORIA,839_V
48.0,,AV,DE LA CALIFORNIE,840_V
18.0,,RUE,DES POTIERS,841_V
1.0,,AV,EDEN PARK,842_V
52.0,,AV,HENRI MATISSE,843_V
158.0,,RUE,DE FRANCE,844_V
160.0,,RUE,DE FRANCE,845_V
52.0,,BD,CARLONE,846_V
285.0,,AV,DE FABRON,847_V
10.0,,AV,ANGELIQUE BRAQUET,848_V
186.0,,AV,DE PESSICART,849_V
50.0,,CHE,DU CAL DE SPAGNOL,850_V
90.0,,RUE,AUGUSTE PEGURIER,851_V
209.0,,AV,DE FABRON,852_V
97.0,,BD,JEAN BEHRA,853_V
26.0,,VALL,BARLA,854_V
220.0,,BD,DE LA MADELEINE,855_V
51.0,,BD,DE MONTREAL,856_V
20.0,,BD,DU TZAREWITCH,857_V
117.0,,AV,DE LA CALIFORNIE,858_V
188.0,,AV,DE FABRON,859_V
71.0,,AV,DE PESSICART,860_V
7.0,,RUE,JEAN MERMOZ,861_V
82.0,,CHE,DE LA MADONETTE DE TERRON,862_V
23.0,,AV,LOUIS CAPPATTI,863_V
22.0,,RUE,JEAN CANAVESE,864_V
132.0,,RUE,DE FRANCE,865_V
6.0,,RUE,JOSEPH FRICERO,866_V
301.0,,COR,DE MAGNAN,867_V
103.0,,AV,CYRILLE BESSET,868_V
103.0,,BD,GAMBETTA,869_V
26.0,B,BD,DE MONTREAL,870_V
18.0,,AV,FLEURS,871_V
27.0,,RUE,BOTTERO,872_V
135.0,,RUE,DE FRANCE,873_V
17.0,,AV,DES BAUMETTES,874_V
8.0,,RTE,DE BELLET,875_V
30.0,,AV,DE LA BORNALA,876_V
252.0,,AV,DE LA LANTERNE,877_V
260.0,,AV,DE FABRON,878_V
170.0,,BD,NAPOLEON III,879_V
13.0,,BD,PARC IMPERIAL,880_V
200.0,,AV,DE LA CALIFORNIE,881_V
649.0,,PROM,DU SOLEIL,882_V
51.0,,PTE,DE FRANCE,883_V
2.0,B,AV,DE LA PINEDE,884_V
9.0,,IMP,BOTTA,885_V
47.0,,BD,GUYNEMER,886_V
30.0,,ALL,DES HESPERIDES,887_V
9001.0,,AV,LAURENTI,888_V
55.0,,AV,DE SOSPEL,889_V
4.0,,AV,CAMILLE BLANC,890_V
1.0,,RUE,PARTOUNEAUX,891_V
124.0,,PROM,VAL DU CAREI,892_V
1.0,,RUE,DU PFR CALMETTE,893_V
24.0,,RUE,DU PFR CALMETTE,894_V
3.0,,RUE,PIETRA SCRITTA,895_V
8.0,,RUE,DU MOULIN,896_V
36.0,B,BD,DE GARAVAN,897_V
1.0,,AV,DE VERDUN,898_V
36.0,,RUE,VAL DES CASTAGNINS,899_V
20.0,,AV,FRANCOIS DE MONLEON,900_V
30.0,,AV,DE FRANCE,901_V
39.0,,PROM,DU VAL DE MENTON,902_V
14.0,B,ALL,ACACIAS TER CHAUDES,903_V
16.0,,AV,BOYER,904_V
95.0,,AV,WINSTON CHURCHILL,905_V
173.0,,AV,DE LA PLAGE,906_V
30.0,,RUE,ALBERTI BERNARDIN,907_V
62.0,,RUE,LIEUTENANT JEAN REVELLI,908_V
3.0,,IMP,MONTEE DES ALPES,909_V
6.0,,AV,DU GENERAL DE GAULLE,910_V
8.0,,RUE,ANDRE CARABALONA,911_V
13.0,,RUE,JULES FERRY,912_V
12.0,,CHE,DE USINE ELECTRIQUE,913_V
17.0,,AV,FRANCOIS DE MONLEON,914_V
165.0,,AV,PASTEUR,915_V
2.0,,BRTL,DU CENTRE,916_V
36.0,,AV,WINSTON CHURCHILL,917_V
33.0,,RUE,ORCHIDEES PROLONGEE,918_V
13.0,,RTE,DE SOSPEL,919_V
306.0,,CHE,DU VALLONET,920_V
1.0,,RUE,DE LA MARNE MAL JOFFRE,921_V
7.0,,MTE,DU LUTETIA,922_V
14.0,,RUE,SAINT PIERRE,923_V
20.0,,AV,ARISTIDE BRIAND,924_V
2.0,,AV,THIERS,925_V
19.0,,BD,DE LA REPUBLIQUE,926_V
44.0,B,RUE,COTTA,927_V
179.0,,RUE,DE FRANCE,928_V
108.0,,,VAL DU CAREI,929_V
7.0,,RUE,ARDOINO,930_V
22.0,,RUE,DU PFR CALMETTE,931_V
33.0,,RUE,MARTYRS RESISTANCE,932_V
2.0,A,RUE,MARTYRS RESISTANCE,933_V
139.0,,AV,DE VERDUN,934_V
2.0,B,RUE,GARIBALDI,935_V
71.0,,AV,DE SOSPEL,936_V
1.0,,IMP,DU RESERVOIR,937_V
44.0,,AV,HECTOR BERLIOZ,938_V
6.0,,RUE,DE LA CREMAILLERE,939_V
22.0,,PROM,MAL LECLERC HAUTECLOQUE,940_V
51.0,B,PROM,ROBERT SCHUMAN,941_V
1.0,B,RUE,DU JONQUIER,942_V
28.0,,RUE,PIETRA SCRITTA,943_V
197.0,,AV,DES ORCHIDEES,944_V
68.0,,CHE,DE SAINT ANTONIN,945_V
4.0,,AV,EDOUARD VII,946_V
4.0,B,RUE,COLONEL HEBERT,947_V
11.0,,AV,D ALSACE,948_V
46.0,,PROM,VAL DU CAREI,949_V
210.0,,AV,PASTEUR,950_V
801.0,,AV,VIRGINIE HERIOT,951_V
2.0,,AV,CAMILLE BLANC,952_V
11.0,,RUE,PAUL MORILLOT,953_V
13.0,,PTE,DE FRANCE,954_V
15.0,,PROM,DU CAP,955_V
6.0,,RUE,DU GUET,956_V
8.0,,AV,DE VILLAINE,957_V
53.0,,RUE,PDT DOUMERGUE,958_V
129.0,,CHE,DES ORTAS,959_V
8.0,,RUE,CARNOT,960_V
61.0,,PTE,DE FRANCE,961_V
242.0,,AV,ARISTIDE BRIAND,962_V
14.0,,AV,PAUL DOUMER,963_V
28.0,,AV,PAUL DOUMER,964_V
39.0,,AV,DES ACACIAS,965_V
20.0,,RUE,PDT DOUMERGUE,966_V
3.0,,RUE,GUYAU,967_V
2.0,T,AV,DE LA PINEDE,968_V
1000.0,A,RTE,DE LA TURBIE,969_V
3.0,,RUE,DE LA REPUBLIQUE,970_V
5.0,,RUE,MAX BAREL,971_V
242.0,,CRS,DU CENTENAIRE,972_V
24.0,,RUE,VAL DES CASTAGNINS,973_V
60.0,,BD,GUYNEMER,974_V
70.0,,RTE,DE GORBIO,975_V
9.0,,RUE,JEAN JAURES,976_V
14.0,,CHE,DU CASTELLARET,977_V
9.0,,AV,DE FRANCE,978_V
1.0,,MTE,DES GERANIUMS,979_V
115.0,A,RUE,ANTOINE PEGLION,980_V
39.0,,PROM,ROBERT SCHUMAN,981_V
32.0,,RUE,LONGUE,982_V
16.0,,AV,PAUL DOUMER,983_V
100.0,,AV,DES ALLIES,984_V
525.0,,AV,DU RAMINGAO,985_V
58.0,,AV,DES ACACIAS,986_V
5185.0,A,AV,AIMABLE GASTAUD,987_V
129.0,,RUE,LONGUE,988_V
8.0,,RUE,ISOLA,989_V
17.0,,AV,RIVIERA,990_V
213.0,,AV,ARISTIDE BRIAND,991_V
14.0,,RUE,JULIETTE,992_V
22.0,,RUE,DU VIEUX CHATEAU,993_V
9.0,,RUE,SAINT MICHEL,994_V
13.0,,AV,FRANCOIS DE MONLEON,995_V
129.0,,AV,DE VERDUN,996_V
1.0,,PL,AUGUSTE COTTA,997_V
71.0,,AV,CERNUSCHI,998_V
628.0,,AV,PRINCE RAINIER III MONACO,999_V
33.0,,RUE,VAL DES CASTAGNINS,1000_V
12.0,,RUE,VILLAREY,1001_V
10.0,,RUE,DES SOEURS MUNET,1002_V
5039.0,,,PIENE HAUTE,1003_V
4.0,,RUE,MASSENA,1004_V
6.0,,PROM,MAL LECLERC HAUTECLOQUE,1005_V
60.0,,AV,DES ACACIAS,1006_V
149.0,,AV,DE VERDUN,1007_V
583.0,,CHE,DU VALLONET,1008_V
72.0,B,AV,DES ALLIES,1009_V
7.0,,TRA,DE BREA,1010_V
6.0,,PL,DU PETIT PORT,1011_V
9.0,,AV,DU GENERAL DE GAULLE,1012_V
3.0,,RUE,DE LA COTE,1013_V
4941.0,,RTE,DE MENTON,1014_V
13.0,,RUE,PRATO,1015_V
29.0,,BD,DE LA TURBIE,1016_V
117.0,,AV,DE SOSPEL,1017_V
9.0,,PROM,DU CAP,1018_V
626.0,,RUE,ANTOINE PEGLION,1019_V
4.0,,RUE,SAINT MICHEL,1020_V
8.0,,AV,GENERAL DE GAULLE,1021_V
10.0,,RUE,JEANNE,1022_V
2.0,,RUE,DES LUCIOLES,1023_V
482.0,,AV,DE LA PAIX,1024_V
43.0,,RTE,DE GORBIO,1025_V
11.0,,RUE,VICTOR HUGO,1026_V
90.0,,RTE,DE GORBIO,1027_V
18.0,,AV,MARECHAL FOCH,1028_V
16.0,,RUE,LOREDAN LARCHEY,1029_V
16.0,,RUE,LONGUE,1030_V
4.0,,AV,THIERS,1031_V
16.0,,PL,GEORGES CLEMENCEAU,1032_V
8.0,A,RUE,DU GRENADIER,1033_V
9001.0,,IMP,DE PROVENCE,1034_V
66.0,,AV,DES ALLIES,1035_V
4.0,,AV,MAL JUIN,1036_V
17.0,,PROM,DU CAP,1037_V
77.0,,AV,DE SOSPEL,1038_V
1.0,,AV,GENERAL LECLERC,1039_V
26.0,,AV,GENERAL DE GAULLE,1040_V
63.0,,RUE,LONGUE,1041_V
11.0,,IMP,DES CAPUCINS,1042_V
31.0,,AV,DES ACACIAS,1043_V
9325.0,,RTE,DU   MOULINET,1044_V
6281.0,,AV,MARTYRS DE LA RESISTANCE,1045_V
36.0,,RUE,HENRY GREVILLE,1046_V
15.0,,AV,DU REQUIER,1047_V
89.0,,RUE,LOUIS PERISSOL,1048_V
6.0,,RUE,GRIMALDI,1049_V
89.0,,MTE,DE LA CREMAILLERE,1050_V
14.0,,PROM,MAL LECLERC HAUTECLOQUE,1051_V
15.0,,ALL,DU JARDIN,1052_V
87.0,,RUE,VAL DES CASTAGNINS,1053_V
1.0,,PTE,DE FRANCE,1054_V
397.0,,RUE,ANTOINE PEGLION,1055_V
7.0,,RUE,JEANNE,1056_V
15.0,B,AV,VICTOR CAUVIN,1057_V
5695.0,,,FRONT DE NEIGE,1058_V
65.0,,AV,DE   VALBERG,1059_V
9556.0,,,LES GAILLES,1060_V
11.0,B,BD,MARINONI,1061_V
5277.0,,,LE VILLAGE,1062_V
18.0,,AV,GEN DE GAULLE,1063_V
4.0,,RUE,DU CHATEAU,1064_V
12.0,,AV,MARQUET,1065_V
56.0,,AV,DU TROIS SEPTEMBRE,1066_V
5567.0,,,ADRECH DE BARRIS,1067_V
2.0,,RUE,CLOSE,1068_V
1.0,,BD,LAZARE RAIBERTI,1069_V
2.0,,RUE,AMIRAL ALBINI,1070_V
69.0,,BD,RAOUL AUDIBERT,1071_V
5710.0,,,FRONT DE NEIGE,1072_V
321.0,,AV,DE LA PERGOLA,1073_V
5400.0,,,LE COLLET,1074_V
8.0,,IMP,DU BAOUS,1075_V
11.0,,AV,DES MOULINS,1076_V
19.0,,AV,DE   VALBERG,1077_V
83.0,,AV,DU TROIS SEPTEMBRE,1078_V
151.0,,RTE,DE CHATEAUNEUF,1079_V
780.0,B,CHE,DU SERRIER N 13,1080_V
5694.0,,,FRONT DE NEIGE,1081_V
9007.0,,BD,GEORGES POMPIDOU,1082_V
5338.0,,,AURON,1083_V
17.0,,BD,MARINONI,1084_V
436.0,,RTE,DE BERRE,1085_V
1724.0,,RTE,RD 15 LA ROSEYRE,1086_V
64.0,B,BD,DE LA CORNE D OR,1087_V
5543.0,,,CHASTILLON,1088_V
3.0,A,RUE,DE NICE,1089_V
5501.0,,,CHASTILLON,1090_V
33.0,,BD,MARINONI,1091_V
5024.0,,,VILLAGE,1092_V
33.0,,AV,FRANCOIS LEVAMIS,1093_V
5686.0,,,LE HAMEAU,1094_V
379.0,,RTE,DE LA TURBIE,1095_V
865.0,F,RTE,DE  LA  ROUILLE  BASSE,1096_V
19.0,,RUE,JACQUES DEMAS,1097_V
6.0,,PTTE,LA PLACETTE,1098_V
6.0,,AV,DE SAINT ESTEVE,1099_V
5680.0,,,LE HAMEAU,1100_V
23.0,,RTE,DU   LAGAS,1101_V
10.0,,AV,SADI CARNOT,1102_V
9010.0,,ESC,DE LA GARE,1103_V
2.0,,RUE,FALICON,1104_V
5004.0,,,LA REONNE,1105_V
5709.0,,,FRONT DE NEIGE,1106_V
14.0,,BD,DU DOC ROUX,1107_V
15.0,A,AV,DE LA LIBERATION,1108_V
9625.0,,,LA COLMIANE,1109_V
23.0,B,AV,GEN DE GAULLE,1110_V
15.0,,AV,PASTEUR,1111_V
17.0,,PROM,DES MARINIERES,1112_V
27.0,,AV,DU TROIS SEPTEMBRE,1113_V
8.0,,AV,DES MOULINS,1114_V
1125.0,,BD,NAPOLEON III,1115_V
9.0,,AV,GENERAL DE GAULLE,1116_V
6.0,,RUE,DU   SAINT  HONORAT,1117_V
9.0,,RUE,SCUDERI,1118_V
11.0,,BD,PAUL DEROULEDE,1119_V
361.0,,AV,MAL FOCH,1120_V
1.0,,RUE,SALISBURY,1121_V
7.0,,RUE,DE L ESQUIAOU,1122_V
7.0,,PL,DE L EGLISE,1123_V
8.0,,RUE,EDITH DUHAMEL,1124_V
5703.0,,,FRONT DE NEIGE,1125_V
181.0,,CHE,DES OLIVIERS,1126_V
5031.0,,,VILLAGE,1127_V
6.0,,AV,ALBERT 1ER,1128_V
4.0,,RUE,LIEUTENANT COLONELLI,1129_V
24.0,,AV,DE   VALBERG,1130_V
1.0,,AV,EDITH CAVELL,1131_V
26.0,,RUE,DU CHANOINE TH.GIAUME,1132_V
8.0,,RUE,SAINT  JEAN,1133_V
18.0,,ALL,HENRI MARESCALCHI,1134_V
5012.0,,,VILLAGE DE TOUDON,1135_V
9.0,,RUE,DUJARDIN BEAUMETZ,1136_V
11.0,,RUE,PAUL DOUMER,1137_V
22.0,,BD,MARECHAL JOFFRE,1138_V
5676.0,,,LE PLATEAU D AURON,1139_V
4.0,,AV,JACQUES ABBA,1140_V
37.0,,ALL,DE VERDUN,1141_V
5704.0,,,FRONT DE NEIGE,1142_V
57.0,B,RTE,DEPARTEMENTALE 2204,1143_V
28.0,,RUE,PLANE,1144_V
14.0,,BD,D ALSACE LORRAINE,1145_V
14.0,,AV,ALBERT 1ER,1146_V
16.0,,RUE,GAUTIER VIGNAL,1147_V
7.0,,RUE,EDITH DUHAMEL,1148_V
85.0,,RUE,SAINT ANTOINE,1149_V
5.0,,BD,DU DOC ROUX,1150_V
1.0,,AV,DE LA LIBERATION,1151_V
3.0,,AV,DENIS SEMERIA,1152_V
5386.0,,,PEIRA CAVA CENTRE,1153_V
5262.0,,,SERRE DE NAIRAUD,1154_V
65.0,,AV,GENERAL DE GAULLE,1155_V
5515.0,,,LE VILLAGE,1156_V
2.0,B,RUE,CHARLES ROUX,1157_V
5137.0,,,LE VILLAGE,1158_V
5247.0,,,FRONT DE NEIGE,1159_V
44.0,,AV,GEN DE GAULLE,1160_V
4.0,,PL,DU   MERCANTOUR,1161_V
6000.0,,,FRONT DE NEIGE,1162_V
260.0,,AV,CHARLES DE CAQUERAY,1163_V
3.0,,RUE,DE  LA  CHABRIETTE,1164_V
3.0,,BD,MARECHAL JOFFRE,1165_V
5708.0,,,FRONT DE NEIGE,1166_V
1.0,,MTE,PAULINE,1167_V
5657.0,,,LE PLATEAU D AURON,1168_V
18.0,,RUE,DU DOCTEUR MORIEZ,1169_V
3.0,,AV,DE LA BARMASSA,1170_V
6.0,,AV,GENERAL LECLERC,1171_V
7.0,,RUE,PAUL DOUMER,1172_V
401.0,,CHE,DU CAYRE,1173_V
5674.0,,,LE HAMEAU,1174_V
14.0,,AV,RAYMOND GRAMAGLIA,1175_V
982.0,,CHE,DES VIGNASSES,1176_V
7.0,,RUE,DE LA TERRASSE,1177_V
6.0,,RUE,DOMINIQUE DURANDY,1178_V
5001.0,,RUE,NAPOLEON III,1179_V
5142.0,,,LA VILLE,1180_V
32.0,,RUE,DROITE,1181_V
36.0,,AV,PRINCE RAINIER III MONACO,1182_V
1411.0,,RTE,DE PONT DE CLANS,1183_V
4425.0,C,RTE,DE SCLOS,1184_V
5650.0,,,AURON,1185_V
9.0,,PL,DU 8 MAI,1186_V
5148.0,,,LA VILLE,1187_V
32.0,,RUE,DOCTEUR CAGNOLI,1188_V
1.0,,PROM,DU LAC DU BOREON,1189_V
5739.0,,,CONDAMINE,1190_V
103.0,,RUE,DOCTEUR CAGNOLI,1191_V
1.0,,BD,RAOUL AUDIBERT,1192_V
1.0,,RLE,DU MARCHE,1193_V
5400.0,,BD,SAINT YSICIUS,1194_V
21.0,A,RUE,ETIENNE CURTI,1195_V
5346.0,,,LE VILLAGE,1196_V
13.0,B,RUE,DU SERRE,1197_V
7.0,,CHE,DU LIDO,1198_V
5.0,,RUE,ANFOSSI,1199_V
5.0,,RUE,DROITE,1200_V
24.0,,RUE,CHARLES BINET,1201_V
6.0,,RUE,DU DOC GENTE,1202_V
2.0,,BD,FRANCOIS DE MAY,1203_V
3.0,,RUE,DES DEUX FRERES FUNEL,1204_V
16.0,,AV,GEN GALLIENI,1205_V
70.0,,AV,GENERAL DE GAULLE,1206_V
2.0,,AV,FRANCOIS FERRY,1207_V
5347.0,,,VIEUX VILLAGE,1208_V
28.0,,AV,DE LA GRANDE BRETAGNE,1209_V
1.0,,RUE,PAUL DOUMER,1210_V
6.0,,CHE,DE ST MICHEL CAP ROUX,1211_V
5433.0,,,SAINT PIERRE,1212_V
10.0,,PL,DU 8 MAI,1213_V
143.0,,AV,PORTE DES ALPES,1214_V
66.0,,BD,DE LA CORNE D OR,1215_V
54.0,,RUE,VICTOR HUGO,1216_V
1091.0,,CHE,DU PUITS DU PLAN,1217_V
